team,home_away,w_l_d,shutouts,all_red,all_yellow,foul_mean,foul_median,score_mean,score_med,goal_rate,Draw,Loss,Win,wld_ratio,win_percent
Stonehill Skyhawks,Away,0.08333333333333331,1,1,7,6.25,6,0.5833333333333333,0,0.07291666666666667,0,11,1,1-11-0,8.333333333333332
Stonehill Skyhawks,Home,0.5833333333333334,2,0,1,8.166666666666666,8,1.3333333333333335,1,0.10810810810810811,1,2,3,3-2-1,50
Stony Brook Seawolves,Away,0.32142857142857145,6,0,15,7.678571428571429,7,1.0357142857142858,1,0.09539473684210527,2,18,8,8-18-2,28.57142857142857
Stony Brook Seawolves,Home,0.7777777777777778,6,0,8,9.222222222222221,9,2.611111111111111,2,0.1760299625468165,4,2,12,12-2-4,66.66666666666666
Syracuse Orange,Away,0.25,3,2,13,8.055555555555555,7.5,0.5,0,0.06,1,13,4,4-13-1,22.22222222222222
Syracuse Orange,Home,0.42000000000000004,5,0,10,7.36,7,1.32,1,0.09428571428571429,3,13,9,9-13-3,36
TCU Horned Frogs,Away,0.7638888888888888,18,0,21,9.027777777777779,9,1.9722222222222223,1.5,0.12157534246575342,5,6,25,25-6-5,69.44444444444444
TCU Horned Frogs,Home,0.8035714285714286,16,1,24,8.285714285714286,8,2.357142857142857,2,0.12177121771217712,5,3,20,20-3-5,71.42857142857143
Tarleton St. Texans,Away,0.35,2,0,7,8.2,9,1.3,1,0.17333333333333334,1,6,3,3-6-1,30
Tarleton St. Texans,Home,0.5,4,1,4,9.375,9,2,1,0.17204301075268819,2,3,3,3-3-2,37.5
Temple Owls,Away,0.3260869565217391,7,0,18,8.130434782608695,7,0.6521739130434782,0,0.10344827586206896,3,14,6,6-14-3,26.08695652173913
Temple Owls,Home,0.3421052631578948,3,0,11,9.210526315789474,8,1.1578947368421053,1,0.1286549707602339,5,10,4,4-10-5,21.052631578947366
Tennessee Tech Golden Eagles,Away,0.5454545454545454,7,0,8,7.681818181818182,8,1.0454545454545454,1,0.10087719298245613,6,7,9,9-7-6,40.909090909090914
Tennessee Tech Golden Eagles,Home,0.5,8,0,8,9,9,1.227272727272727,1,0.10112359550561797,4,9,9,9-9-4,40.909090909090914
Tennessee Volunteers,Away,0.6481481481481481,10,1,28,9.074074074074074,9,2.074074074074074,2,0.1275626423690205,1,9,17,17-9-1,62.96296296296296
Tennessee Volunteers,Home,0.7666666666666667,18,0,15,8.333333333333332,8,2.566666666666667,2,0.1475095785440613,2,6,22,22-6-2,73.33333333333333
Tex. A&M-Commerce Lions,Away,0.5416666666666666,2,0,17,10.166666666666666,11,1.4166666666666667,2,0.13385826771653545,1,5,6,6-5-1,50
Tex. A&M-Commerce Lions,Home,0.4375,2,0,6,8.125,8.5,1.5,1,0.10084033613445378,1,4,3,3-4-1,37.5
Texas A&M Aggies,Away,0.44642857142857145,8,0,28,11.178571428571427,11.5,1.3571428571428572,1,0.10382513661202186,5,13,10,10-13-5,35.714285714285715
Texas A&M Aggies,Home,0.6964285714285715,10,0,17,8.5,9,2.357142857142857,2,0.12941176470588237,3,7,18,18-7-3,64.28571428571429
Texas Longhorns,Away,0.5535714285714286,9,1,18,9.571428571428571,9,1.4642857142857142,1,0.09468822170900693,7,9,12,12-9-7,42.857142857142854
Texas Longhorns,Home,0.8035714285714286,16,0,18,8.25,8,2.6071428571428568,2,0.13543599257884972,3,4,21,21-4-3,75
Texas Southern Lady Tigers,Away,0.2833333333333333,8,0,28,8.533333333333333,9,0.6,0,0.09278350515463918,1,21,8,8-21-1,26.666666666666668
Texas Southern Lady Tigers,Home,0.39285714285714285,2,1,12,6.785714285714286,7,1.2857142857142858,1,0.07894736842105263,5,6,3,3-6-5,21.428571428571427
Texas St. Bobcats,Away,0.38888888888888895,3,0,18,8.296296296296296,8,0.8518518518518517,1,0.0777027027027027,5,14,8,8-14-5,29.629629629629626
Texas St. Bobcats,Home,0.5769230769230769,6,1,13,9.384615384615385,9,1.5,1,0.10182767624020887,0,11,15,15-11-0,57.692307692307686
Texas Tech Red Raiders,Away,0.4038461538461539,6,2,30,8.346153846153847,9,0.8461538461538461,0.5,0.07236842105263158,7,12,7,7-12-7,26.923076923076923
Texas Tech Red Raiders,Home,0.76,16,0,17,8.16,9,2,2,0.1524390243902439,4,4,17,17-4-4,68
"The Citadel Bulldogs, Cadets",Away,0.5185185185185185,9,0,18,9.037037037037036,9,1.4444444444444444,1,0.11048158640226628,2,12,13,13-12-2,48.148148148148145
"The Citadel Bulldogs, Cadets",Home,0.5166666666666666,11,0,27,9.566666666666666,10,2.166666666666667,1,0.13771186440677965,3,13,14,14-13-3,46.666666666666664
Toledo Rockets,Away,0.4375,7,0,19,11.041666666666666,11,1.1666666666666667,1,0.112,9,9,6,6-9-9,25
Toledo Rockets,Home,0.38095238095238093,6,0,17,10.904761904761905,11,1.3333333333333335,1,0.11570247933884298,2,12,7,7-12-2,33.33333333333333
Towson Tigers,Away,0.5238095238095238,8,1,10,9.285714285714286,9,1.1904761904761905,1,0.0946969696969697,6,7,8,8-7-6,38.095238095238095
Towson Tigers,Home,0.64,13,0,17,9.28,9,1.76,2,0.10451306413301663,4,7,14,14-7-4,56.00000000000001
Troy Trojans,Away,0.25862068965517243,3,3,26,9.241379310344827,9,0.7931034482758621,1,0.09055118110236221,3,20,6,6-20-3,20.689655172413794
Troy Trojans,Home,0.475,8,0,12,8.8,8.5,1.1,1,0.09649122807017543,3,9,8,8-9-3,40
Tulsa Golden Hurricane,Away,0.3636363636363636,4,0,16,8.954545454545455,9,1.1363636363636362,0,0.10416666666666667,2,13,7,7-13-2,31.818181818181817
Tulsa Golden Hurricane,Home,0.475,6,0,24,11.15,11.5,1.65,1,0.12406015037593984,3,9,8,8-9-3,40
UAB Blazers,Away,0.41666666666666663,6,1,27,9.766666666666667,10,1.2,1,0.10465116279069768,5,15,10,10-15-5,33.33333333333333
UAB Blazers,Home,0.7272727272727273,9,0,18,10.045454545454545,9,1.9090909090909092,2,0.13861386138613863,4,4,14,14-4-4,63.63636363636363
UAlbany Great Danes,Away,0.42000000000000004,4,3,18,11.24,11,1.12,1,0.07526881720430108,5,12,8,8-12-5,32
UAlbany Great Danes,Home,0.5217391304347826,7,1,13,11.652173913043478,11,1.3478260869565217,1,0.08959537572254335,4,9,10,10-9-4,43.47826086956522
UC Davis Aggies,Away,0.575,8,0,19,9.75,9,1.4,1,0.10606060606060606,1,8,11,11-8-1,55.00000000000001
UC Davis Aggies,Home,0.5588235294117647,2,0,8,8.235294117647058,8,1.5294117647058822,2,0.11063829787234042,3,6,8,8-6-3,47.05882352941176
UC Irvine Anteaters,Away,0.62,9,0,29,10.84,11,1.7200000000000002,1,0.13915857605177995,3,8,14,14-8-3,56.00000000000001
UC Irvine Anteaters,Home,0.7142857142857143,12,2,18,10.238095238095237,11,1.619047619047619,1,0.12142857142857143,4,4,13,13-4-4,61.904761904761905
UC Riverside Highlanders,Away,0.25,1,0,17,9.444444444444445,9,1.1666666666666665,1,0.13043478260869565,3,12,3,3-12-3,16.666666666666664
UC Riverside Highlanders,Home,0.3529411764705882,4,1,10,9.705882352941176,10,1.1764705882352942,1,0.11976047904191617,6,8,3,3-8-6,17.647058823529413
UC San Diego Tritons,Away,0.41666666666666663,5,0,13,8.055555555555555,8,1.1111111111111112,1,0.10810810810810811,5,8,5,5-8-5,27.77777777777778
UC San Diego Tritons,Home,0.25,0,0,9,9.333333333333334,9,0.9444444444444444,1,0.08542713567839195,3,12,3,3-12-3,16.666666666666664
UC Santa Barbara Gauchos,Away,0.3571428571428571,4,1,20,11.571428571428571,10,0.8571428571428571,1,0.08653846153846154,5,11,5,5-11-5,23.809523809523807
UC Santa Barbara Gauchos,Home,0.5263157894736842,7,0,16,10.421052631578947,12,0.9473684210526316,1,0.10285714285714286,4,7,8,8-7-4,42.10526315789473
UCF Knights,Away,0.4772727272727273,8,0,21,8.636363636363637,9,1.3636363636363638,1,0.12605042016806722,7,8,7,7-8-7,31.818181818181817
UCF Knights,Home,0.6842105263157895,10,0,11,7.578947368421053,7,2.0526315789473686,1,0.14391143911439114,2,5,12,12-5-2,63.1578947368421
UCLA Bruins,Away,0.8833333333333333,13,0,22,8.633333333333333,7.5,2.466666666666667,2,0.14741035856573706,3,2,25,25-2-3,83.33333333333334
UCLA Bruins,Home,0.875,18,1,18,8.25,8,2.1875,2,0.13011152416356878,4,2,26,26-2-4,81.25
UConn Huskies,Away,0.47916666666666663,7,0,15,9.5,9,1.2083333333333335,1,0.09477124183006536,5,10,9,9-10-5,37.5
UConn Huskies,Home,0.6875,12,0,15,6.875,6,1.7916666666666665,2,0.11375661375661375,1,7,16,16-7-1,66.66666666666666
UIC Flames,Away,0.22916666666666669,5,0,27,10.458333333333334,9.5,0.41666666666666663,0,0.04424778761061947,5,16,3,3-16-5,12.5
UIC Flames,Home,0.6052631578947368,9,0,23,13.105263157894736,13,1.1578947368421053,1,0.07213114754098361,5,5,9,9-5-5,47.368421052631575
UIW Cardinals,Away,0.4444444444444444,7,1,21,10.037037037037036,10,1,1,0.08571428571428572,4,13,10,10-13-4,37.03703703703704
UIW Cardinals,Home,0.375,6,0,24,9.208333333333334,9,1.375,1,0.09620991253644315,4,13,7,7-13-4,29.166666666666668
ULM Warhawks,Away,0.5,6,1,27,7.161290322580645,7,2,1,0.1225296442687747,3,14,14,14-14-3,45.16129032258064
ULM Warhawks,Home,0.5961538461538461,10,1,21,7.769230769230769,8,1.923076923076923,1.5,0.1091703056768559,1,10,15,15-10-1,57.692307692307686
UMBC Retrievers,Away,0.425,8,0,13,8.95,9,0.9,1,0.09375,5,9,6,6-9-5,30
UMBC Retrievers,Home,0.325,5,2,19,9.75,9,0.75,0,0.08287292817679558,3,12,5,5-12-3,25
UMass Lowell River Hawks,Away,0.3888888888888889,3,0,14,10.61111111111111,10.5,1.0555555555555556,1,0.08370044052863436,4,9,5,5-9-4,27.77777777777778
UMass Lowell River Hawks,Home,0.68,11,0,11,10,10,1.96,2,0.12468193384223919,4,6,15,15-6-4,60
UNC Asheville Bulldogs,Away,0.20454545454545453,1,0,12,7.318181818181818,8,0.9545454545454546,0.5,0.11170212765957446,1,17,4,4-17-1,18.181818181818183
UNC Asheville Bulldogs,Home,0.43181818181818177,6,0,15,8.136363636363637,8,1.272727272727273,1,0.0915032679738562,3,11,8,8-11-3,36.36363636363637
UNC Greensboro Spartans,Away,0.4821428571428571,10,0,24,8.535714285714286,8.5,1.0714285714285716,1,0.10452961672473868,7,11,10,10-11-7,35.714285714285715
UNC Greensboro Spartans,Home,0.4772727272727273,10,0,13,10.227272727272727,10,1.0909090909090908,1,0.096,5,9,8,8-9-5,36.36363636363637
UNCW Seahawks,Away,0.58,6,0,15,9.6,10,1.6,2,0.145985401459854,3,9,13,13-9-3,52
UNCW Seahawks,Home,0.6944444444444444,8,0,9,9.11111111111111,8.5,1.8888888888888888,2,0.18181818181818182,1,5,12,12-5-1,66.66666666666666
UNI Panthers,Away,0.391304347826087,9,0,11,7.695652173913043,8,0.8260869565217391,0,0.07307692307692308,10,9,4,4-9-10,17.391304347826086
UNI Panthers,Home,0.5,9,0,6,5.76,6,1.2799999999999998,1,0.1038961038961039,3,11,11,11-11-3,44
UNLV Lady Rebels,Away,0.3571428571428571,6,1,18,11.142857142857142,10,1.1904761904761905,1,0.10822510822510822,1,13,7,7-13-1,33.33333333333333
UNLV Lady Rebels,Home,0.625,9,0,22,8.392857142857142,8,1.392857142857143,1,0.10893854748603352,5,8,15,15-8-5,53.57142857142857
USC Upstate Spartans,Away,0.4444444444444444,6,1,14,8.222222222222221,8,0.9444444444444444,0.5,0.10119047619047619,2,9,7,7-9-2,38.88888888888889
USC Upstate Spartans,Home,0.47826086956521746,9,0,17,8.043478260869565,8,1.173913043478261,1,0.08970099667774087,4,10,9,9-10-4,39.130434782608695
UT Martin Skyhawks,Away,0.5434782608695652,11,0,12,9.521739130434783,10,0.9130434782608695,1,0.09012875536480687,5,8,10,10-8-5,43.47826086956522
UT Martin Skyhawks,Home,0.5,5,0,12,9.5,9,1.6666666666666665,1,0.11299435028248588,2,11,11,11-11-2,45.83333333333333
UTEP Miners,Away,0.15384615384615385,3,0,19,9.192307692307692,9,0.6538461538461539,0.5,0.11038961038961038,0,22,4,4-22-0,15.384615384615385
UTEP Miners,Home,0.5,6,1,17,8.578947368421053,8,0.9473684210526316,1,0.10909090909090909,5,7,7,7-7-5,36.84210526315789
UTRGV Vaqueros,Away,0.3571428571428571,6,5,27,8.607142857142858,8,0.8214285714285716,1,0.08013937282229965,0,18,10,10-18-0,35.714285714285715
UTRGV Vaqueros,Home,0.4310344827586207,11,0,22,8.793103448275861,8,1.0344827586206897,1,0.09202453987730061,7,13,9,9-13-7,31.03448275862069
UTSA Roadrunners,Away,0.46428571428571425,9,0,23,10.357142857142858,9.5,1.0357142857142858,1,0.08682634730538923,4,13,11,11-13-4,39.285714285714285
UTSA Roadrunners,Home,0.6875,11,1,17,11.25,12,1.9583333333333335,2,0.1298342541436464,5,5,14,14-5-5,58.333333333333336
Utah St. Aggies,Away,0.4444444444444444,11,0,28,11.62962962962963,11,0.9259259259259259,1,0.08223684210526316,8,11,8,8-11-8,29.629629629629626
Utah St. Aggies,Home,0.7692307692307693,11,1,20,10.423076923076923,10.5,1.8846153846153846,2,0.12128712871287128,4,4,18,18-4-4,69.23076923076923
Utah Tech Trailblazers,Away,0.3928571428571429,7,0,14,10.321428571428571,10,1.1071428571428572,1,0.11272727272727273,4,15,9,9-15-4,32.142857142857146
Utah Tech Trailblazers,Home,0.42000000000000004,6,0,6,9.36,10,1.24,1,0.11397058823529412,1,14,10,10-14-1,40
Utah Utes,Away,0.25925925925925924,4,3,21,8.518518518518519,9,0.7407407407407407,1,0.06389776357827476,8,16,3,3-16-8,11.11111111111111
Utah Utes,Home,0.5535714285714286,10,1,20,8.5,8.5,1.25,1,0.10416666666666667,5,10,13,13-10-5,46.42857142857143
Utah Valley Wolverines,Away,0.5769230769230769,12,4,33,10.076923076923077,10,1.7692307692307692,1,0.10815047021943573,5,14,20,20-14-5,51.28205128205128
Utah Valley Wolverines,Home,0.8148148148148148,16,0,10,8.25925925925926,9,2.4444444444444446,2,0.13692946058091288,4,3,20,20-3-4,74.07407407407408
VCU Rams,Away,0.7142857142857143,8,0,8,8,7,1.5238095238095237,2,0.12698412698412698,4,4,13,13-4-4,61.904761904761905
VCU Rams,Home,0.6428571428571429,11,0,15,8.821428571428571,9,1.3928571428571428,1,0.08863636363636364,6,7,15,15-7-6,53.57142857142857
VMI,Away,0.1206896551724138,2,0,27,9.413793103448276,9,0.9655172413793103,1,0.12017167381974249,3,24,2,2-24-3,6.896551724137931
VMI,Home,0.1818181818181818,2,1,16,9.863636363636363,9.5,0.6818181818181819,0,0.06944444444444445,2,17,3,3-17-2,13.636363636363635
Valparaiso Beacons,Away,0.54,11,1,14,9.4,9,0.8,1,0.07434944237918216,7,8,10,10-8-7,40
Valparaiso Beacons,Home,0.5769230769230769,11,0,16,11.346153846153847,11.5,1.5,1,0.09397590361445783,4,9,13,13-9-4,50
Vanderbilt Commodores,Away,0.5666666666666667,9,1,27,9.266666666666667,9,1.7,1,0.15454545454545454,4,11,15,15-11-4,50
Vanderbilt Commodores,Home,0.6153846153846154,10,0,24,9.423076923076923,10,1.9615384615384615,1.5,0.1513353115727003,4,8,14,14-8-4,53.84615384615385
Vermont Catamounts,Away,0.4782608695652174,6,0,16,8.652173913043478,8,1.5217391304347827,1,0.11784511784511785,2,11,10,10-11-2,43.47826086956522
Vermont Catamounts,Home,0.4722222222222222,6,0,10,8.38888888888889,9,1.2777777777777777,1,0.08550185873605948,3,8,7,7-8-3,38.88888888888889
Villanova Wildcats,Away,0.22916666666666669,2,1,24,8.708333333333334,8.5,0.75,0,0.09944751381215469,1,18,5,5-18-1,20.833333333333336
Villanova Wildcats,Home,0.46,6,0,11,9.4,9,0.96,1,0.09230769230769231,5,11,9,9-11-5,36
Virginia Cavaliers,Away,0.7361111111111112,17,0,8,5.861111111111111,5.5,1.6666666666666667,1,0.11928429423459244,5,7,24,24-7-5,66.66666666666666
Virginia Cavaliers,Home,0.8225806451612904,17,0,10,5.548387096774194,5,3.032258064516129,2,0.1448382126348228,3,4,24,24-4-3,77.41935483870968
Virginia Tech Hokies,Away,0.4655172413793104,5,1,35,10.172413793103448,9,1.6551724137931034,1,0.1352112676056338,1,15,13,13-15-1,44.827586206896555
Virginia Tech Hokies,Home,0.6851851851851852,11,1,28,11.777777777777779,12,2.259259259259259,2,0.15601023017902813,3,7,17,17-7-3,62.96296296296296
Wagner Seahawks,Away,0.19047619047619047,2,0,12,9.238095238095237,9,0.5714285714285715,0,0.06349206349206349,0,17,4,4-17-0,19.047619047619047
Wagner Seahawks,Home,0.42857142857142855,6,0,12,9.19047619047619,8,1.1904761904761905,1,0.10245901639344263,2,11,8,8-11-2,38.095238095238095
Wake Forest Demon Deacons,Away,0.4629629629629629,11,1,30,9.814814814814815,9,1.1111111111111112,1,0.09063444108761329,3,13,11,11-13-3,40.74074074074074
Wake Forest Demon Deacons,Home,0.7142857142857143,16,0,22,9.785714285714286,10,2,2,0.12416851441241686,2,7,19,19-7-2,67.85714285714286
Washington Huskies,Away,0.4642857142857143,8,1,21,9.035714285714286,9,1.357142857142857,1,0.08878504672897196,6,12,10,10-12-6,35.714285714285715
Washington Huskies,Home,0.6851851851851852,10,0,14,9.925925925925926,10,1.7777777777777777,2,0.11059907834101383,5,6,16,16-6-5,59.25925925925925
Washington St. Cougars,Away,0.6041666666666667,10,1,40,10.916666666666666,11,1.5833333333333335,1.5,0.10270270270270271,1,9,14,14-9-1,58.333333333333336
Washington St. Cougars,Home,0.6785714285714286,14,0,18,10.678571428571429,11,1.9642857142857142,1.5,0.09212730318257957,10,4,14,14-4-10,50
Weber St. Wildcats,Away,0.37931034482758624,4,0,17,9.03448275862069,9,1.2758620689655173,1,0.10632183908045977,4,16,9,9-16-4,31.03448275862069
Weber St. Wildcats,Home,0.6052631578947368,8,0,13,11,10,1.1052631578947367,1,0.08502024291497975,1,7,11,11-7-1,57.89473684210527
West Virginia Mountaineers,Away,0.603448275862069,11,0,22,8.620689655172415,9,1.0689655172413792,1,0.08539944903581267,9,7,13,13-7-9,44.827586206896555
West Virginia Mountaineers,Home,0.7142857142857143,13,1,12,8.25,8,1.9285714285714284,2,0.13267813267813267,4,6,18,18-6-4,64.28571428571429
Western Caro. Catamounts,Away,0.4074074074074074,7,0,24,10.481481481481481,10,1,1,0.08108108108108109,4,14,9,9-14-4,33.33333333333333
Western Caro. Catamounts,Home,0.5434782608695652,11,0,12,7.565217391304348,8,1.3043478260869565,1,0.08356545961002786,3,9,11,11-9-3,47.82608695652174
Western Ill. Leathernecks,Away,0.375,7,1,21,7.34375,7,0.8125,0,0.08280254777070063,4,18,10,10-18-4,31.25
Western Ill. Leathernecks,Home,0.39473684210526316,2,0,11,8.31578947368421,8,1.6842105263157894,1,0.12260536398467432,1,11,7,7-11-1,36.84210526315789
Western Ky. Lady Toppers,Away,0.5,7,0,15,9.2,10,1.04,1,0.11158798283261803,5,10,10,10-10-5,40
Western Ky. Lady Toppers,Home,0.7045454545454546,12,0,15,7.545454545454545,8,1.3636363636363638,1,0.10676156583629894,1,6,15,15-6-1,68.18181818181817
Western Mich. Broncos,Away,0.28846153846153844,5,2,17,7.961538461538463,7,0.923076923076923,1,0.08540925266903915,3,17,6,6-17-3,23.076923076923077
Western Mich. Broncos,Home,0.6190476190476191,6,0,11,9.047619047619047,9,2.0952380952380953,2,0.16356877323420074,4,6,11,11-6-4,52.38095238095239
William & Mary Tribe,Away,0.4318181818181818,8,0,21,10.136363636363637,9,0.8636363636363635,1,0.08296943231441048,5,10,7,7-10-5,31.818181818181817
William & Mary Tribe,Home,0.34210526315789475,7,0,13,9.789473684210526,8,0.736842105263158,0,0.07954545454545454,5,10,4,4-10-5,21.052631578947366
Winthrop Eagles,Away,0.425,6,0,11,7.75,8.5,1.4,1,0.14285714285714285,1,11,8,8-11-1,40
Winthrop Eagles,Home,0.34210526315789475,4,0,6,8,9,0.8421052631578947,0,0.09580838323353294,5,10,4,4-10-5,21.052631578947366
Wisconsin Badgers,Away,0.5517241379310345,12,1,27,10.689655172413794,10,1.206896551724138,1,0.10802469135802469,6,10,13,13-10-6,44.827586206896555
Wisconsin Badgers,Home,0.6923076923076923,12,0,13,9.5,9,1.576923076923077,1,0.12130177514792899,6,5,15,15-5-6,57.692307692307686
Wofford Terriers,Away,0.4423076923076923,6,0,17,7.8076923076923075,8,1,1,0.08695652173913043,3,13,10,10-13-3,38.46153846153847
Wofford Terriers,Home,0.40909090909090906,6,0,12,7.863636363636363,8,0.9545454545454546,1,0.10144927536231885,4,11,7,7-11-4,31.818181818181817
Wright St. Raiders,Away,0.4,5,2,17,11.64,12,1.3199999999999998,1,0.1274131274131274,2,14,9,9-14-2,36
Wright St. Raiders,Home,0.5,1,2,20,9.2,9.5,1.5,1,0.10714285714285714,4,8,8,8-8-4,40
Wyoming Cowgirls,Away,0.2916666666666667,4,1,22,9.916666666666666,10,1,1,0.08480565371024736,4,15,5,5-15-4,20.833333333333336
Wyoming Cowgirls,Home,0.6041666666666666,2,0,20,10.291666666666666,10.5,1.7083333333333333,1.5,0.14590747330960854,3,8,13,13-8-3,54.166666666666664
Xavier Musketeers,Away,0.6785714285714286,13,0,18,9.642857142857142,10,1.3571428571428572,1,0.10106382978723404,4,7,17,17-7-4,60.71428571428571
Xavier Musketeers,Home,0.7083333333333334,10,1,16,9.625,9.5,1.375,1,0.0889487870619946,2,6,16,16-6-2,66.66666666666666
Yale Bulldogs,Away,0.06666666666666668,2,0,9,8.533333333333333,8,0.4000000000000001,0,0.04316546762589928,2,13,0,0-13-2,0
Yale Bulldogs,Home,0.6176470588235294,10,0,13,8.294117647058824,8,1.4117647058823528,1,0.1437125748502994,1,6,10,10-6-1,58.82352941176471
Youngstown St. Penguins,Away,0.21153846153846148,3,0,26,10.461538461538462,9.5,0.6538461538461539,0,0.07083333333333333,3,19,4,4-19-3,15.384615384615385
Youngstown St. Penguins,Home,0.5238095238095238,10,1,16,12.142857142857142,12,1.0952380952380953,1,0.11386138613861387,6,7,8,8-7-6,38.095238095238095
